Number	|	Question	|	Answer	|	Step 1	|	Step 2	|	Step 3	|	Step 4	|	Step 5	|	Type	|	Skill	|	Grade
	|	What is  8107 divided by  22 equal to?	|	8107 divided by  22 is equal to 368 with a remainder of 11	|	"The first two digits of the dividend, 81,  are divisible by 22, as 22 times 3 equals 66, which when subtracted leaves a remainder of 15"	|	"Then take the remainder from the first step, 15 , and the next digit from the dividend, which, together, gives you 150 which is divisible by 22, as 22 times 6 equals 132, which when subtracted leaves a remainder of 18"	|	"Then take the remainder from the second step, 18, and the next digit from the dividend, which, together, gives you 187 which is divisible by 22, as 22 times 8 equals 176, which when subtracted leaves a remainder of 11"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  8739 divided by  27 equal to?	|	8739 divided by  27 is equal to 323 with a remainder of 18	|	"The first two digits of the dividend, 87,  are divisible by 27, as 27 times 3 equals 81, which when subtracted leaves a remainder of 6"	|	"Then take the remainder from the first step, 6 , and the next digit from the dividend, which, together, gives you 63 which is divisible by 27, as 27 times 2 equals 54, which when subtracted leaves a remainder of 9"	|	"Then take the remainder from the second step, 9, and the next digit from the dividend, which, together, gives you 99 which is divisible by 27, as 27 times 3 equals 81, which when subtracted leaves a remainder of 18"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  5950 divided by  58 equal to?	|	5950 divided by  58 is equal to 102 with a remainder of 34	|	"The first two digits of the dividend, 59,  are divisible by 58, as 58 times 1 equals 58, which when subtracted leaves a remainder of 1"	|	"Then, as the remainder was 1 which, taken together with the next digit, equals 15 is not divisible by 58,  you need to add a zero to the quotient, and 15 becomes the remainder, and move to the next step"	|	"Then take the remainder from the second step, 15, and the next digit from the dividend, which, together, gives you 150 which is divisible by 58, as 58 times 2 equals 116, which when subtracted leaves a remainder of 34"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  4548 divided by  57 equal to?	|	4548 divided by  57 is equal to 79 with a remainder of 45	|	"The first three digits of the dividend, 454,  are divisible by 57, as 57 times 7 equals 399, which when subtracted leaves a remainder of 55"	|	"Then take the remainder from the first step, 55 , and the next digit from the dividend, which, together, gives you 558 which is divisible by 57, as 57 times 9 equals 513, which when subtracted leaves a remainder of 45"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  922 divided by  92 equal to?	|	922 divided by  92 is equal to 10 with a remainder of 2	|	"The first two digits of the dividend, 92,  are divisible by 92, as 92 times 1 equals 92, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 2 is not divisible by 92,  you need to add a zero to the quotient, and 2 becomes the remainder, and move to the next step"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  7535 divided by  11 equal to?	|	7535 divided by  11 is equal to 685 with a remainder of 0	|	"The first two digits of the dividend, 75,  are divisible by 11, as 11 times 6 equals 66, which when subtracted leaves a remainder of 9"	|	"Then take the remainder from the first step, 9 , and the next digit from the dividend, which, together, gives you 93 which is divisible by 11, as 11 times 8 equals 88, which when subtracted leaves a remainder of 5"	|	"Then take the remainder from the second step, 5, and the next digit from the dividend, which, together, gives you 55 which is divisible by 11, as 11 times 5 equals 55, which when subtracted leaves a remainder of 0"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  8833 divided by  79 equal to?	|	8833 divided by  79 is equal to 111 with a remainder of 64	|	"The first two digits of the dividend, 88,  are divisible by 79, as 79 times 1 equals 79, which when subtracted leaves a remainder of 9"	|	"Then take the remainder from the first step, 9 , and the next digit from the dividend, which, together, gives you 93 which is divisible by 79, as 79 times 1 equals 79, which when subtracted leaves a remainder of 14"	|	"Then take the remainder from the second step, 14, and the next digit from the dividend, which, together, gives you 143 which is divisible by 79, as 79 times 1 equals 79, which when subtracted leaves a remainder of 64"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  5336 divided by  49 equal to?	|	5336 divided by  49 is equal to 108 with a remainder of 44	|	"The first two digits of the dividend, 53,  are divisible by 49, as 49 times 1 equals 49, which when subtracted leaves a remainder of 4"	|	"Then, as the remainder was 4 which, taken together with the next digit, equals 43 is not divisible by 49,  you need to add a zero to the quotient, and 43 becomes the remainder, and move to the next step"	|	"Then take the remainder from the second step, 43, and the next digit from the dividend, which, together, gives you 436 which is divisible by 49, as 49 times 8 equals 392, which when subtracted leaves a remainder of 44"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  8744 divided by  93 equal to?	|	8744 divided by  93 is equal to 94 with a remainder of 2	|	"The first three digits of the dividend, 874,  are divisible by 93, as 93 times 9 equals 837, which when subtracted leaves a remainder of 37"	|	"Then take the remainder from the first step, 37 , and the next digit from the dividend, which, together, gives you 374 which is divisible by 93, as 93 times 4 equals 372, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  7636 divided by  63 equal to?	|	7636 divided by  63 is equal to 121 with a remainder of 13	|	"The first two digits of the dividend, 76,  are divisible by 63, as 63 times 1 equals 63, which when subtracted leaves a remainder of 13"	|	"Then take the remainder from the first step, 13 , and the next digit from the dividend, which, together, gives you 133 which is divisible by 63, as 63 times 2 equals 126, which when subtracted leaves a remainder of 7"	|	"Then take the remainder from the second step, 7, and the next digit from the dividend, which, together, gives you 76 which is divisible by 63, as 63 times 1 equals 63, which when subtracted leaves a remainder of 13"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  1766 divided by  37 equal to?	|	1766 divided by  37 is equal to 47 with a remainder of 27	|	"The first three digits of the dividend, 176,  are divisible by 37, as 37 times 4 equals 148, which when subtracted leaves a remainder of 28"	|	"Then take the remainder from the first step, 28 , and the next digit from the dividend, which, together, gives you 286 which is divisible by 37, as 37 times 7 equals 259, which when subtracted leaves a remainder of 27"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  6969 divided by  68 equal to?	|	6969 divided by  68 is equal to 102 with a remainder of 33	|	"The first two digits of the dividend, 69,  are divisible by 68, as 68 times 1 equals 68, which when subtracted leaves a remainder of 1"	|	"Then, as the remainder was 1 which, taken together with the next digit, equals 16 is not divisible by 68,  you need to add a zero to the quotient, and 16 becomes the remainder, and move to the next step"	|	"Then take the remainder from the second step, 16, and the next digit from the dividend, which, together, gives you 169 which is divisible by 68, as 68 times 2 equals 136, which when subtracted leaves a remainder of 33"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  1257 divided by  38 equal to?	|	1257 divided by  38 is equal to 33 with a remainder of 3	|	"The first three digits of the dividend, 125,  are divisible by 38, as 38 times 3 equals 114, which when subtracted leaves a remainder of 11"	|	"Then take the remainder from the first step, 11 , and the next digit from the dividend, which, together, gives you 117 which is divisible by 38, as 38 times 3 equals 114, which when subtracted leaves a remainder of 3"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  8121 divided by  3 equal to?	|	8121 divided by  3 is equal to 2707 with a remainder of 0	|	"The first digit of the dividend, 8,  is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 21 which is divisible by 3, as 3 times 7 equals 21, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0  which, taken together with the next digit, equals 21 is not divisible by 3,  you need to add a zero to the quotient, and 21 becomes the remainder, and move to the next step"	|	"Then take the remainder from the third step, 0, and the next digit from the dividend, which, together, gives you 1 which is divisible by 3, as 3 times 0 equals 0, which when subtracted leaves a remainder of 1"	|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  3429 divided by  47 equal to?	|	3429 divided by  47 is equal to 72 with a remainder of 45	|	"The first three digits of the dividend, 342,  are divisible by 47, as 47 times 7 equals 329, which when subtracted leaves a remainder of 13"	|	"Then take the remainder from the first step, 13 , and the next digit from the dividend, which, together, gives you 139 which is divisible by 47, as 47 times 2 equals 94, which when subtracted leaves a remainder of 45"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  8528 divided by  31 equal to?	|	8528 divided by  31 is equal to 275 with a remainder of 3	|	"The first two digits of the dividend, 85,  are divisible by 31, as 31 times 2 equals 62, which when subtracted leaves a remainder of 23"	|	"Then take the remainder from the first step, 23 , and the next digit from the dividend, which, together, gives you 232 which is divisible by 31, as 31 times 7 equals 217, which when subtracted leaves a remainder of 15"	|	"Then take the remainder from the second step, 15, and the next digit from the dividend, which, together, gives you 158 which is divisible by 31, as 31 times 5 equals 155, which when subtracted leaves a remainder of 3"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  6941 divided by  41 equal to?	|	6941 divided by  41 is equal to 169 with a remainder of 12	|	"The first two digits of the dividend, 69,  are divisible by 41, as 41 times 1 equals 41, which when subtracted leaves a remainder of 28"	|	"Then take the remainder from the first step, 28 , and the next digit from the dividend, which, together, gives you 284 which is divisible by 41, as 41 times 6 equals 246, which when subtracted leaves a remainder of 38"	|	"Then take the remainder from the second step, 38, and the next digit from the dividend, which, together, gives you 381 which is divisible by 41, as 41 times 9 equals 369, which when subtracted leaves a remainder of 12"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  8073 divided by  42 equal to?	|	8073 divided by  42 is equal to 192 with a remainder of 9	|	"The first two digits of the dividend, 80,  are divisible by 42, as 42 times 1 equals 42, which when subtracted leaves a remainder of 38"	|	"Then take the remainder from the first step, 38 , and the next digit from the dividend, which, together, gives you 387 which is divisible by 42, as 42 times 9 equals 378, which when subtracted leaves a remainder of 9"	|	"Then take the remainder from the second step, 9, and the next digit from the dividend, which, together, gives you 93 which is divisible by 42, as 42 times 2 equals 84, which when subtracted leaves a remainder of 9"	|		|		|	LONG DIVISION	|	DIVISION	|	6
