
Tempplate Number	|	Question	|	Answer	|	Step 1	| Q D D R M,	Step 2	|	Step 3	|	Step 4	|	Step 5	|	Type	|	Skill	|	Grade
11	|	"Each child has 10 slugs . If there are 5 children, how many slugs  are there in total?"	|	There are 50 slugs  in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
8	|	"Rolph played in 1 soccer games this year. Last year, he played in 21 games. How many soccer games did he play in total?"	|	Rolph played in a total of 22 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
4	|	"If Juan has 17 seals, and Shaneka gives her 12 seals, then how many seals does she have altogether?"	|	Juan has a total of 29 seals	|		|		|		|		|		|	Word Problem	|	addition	|	3
11	|	"Each child has 2 turkeys. If there are 8 children, how many turkeys are there in total?"	|	There are 16 turkeys in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
7	|	"Tudor played in 94 hockey games this year. Last year, he played in 63 games. How many hockey games did he play in total?"	|	Tudor played in a total of 157 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 11 gray coloured pencils. If there are 8 children, how many gray coloured pencils are there in total?"	|	There are 88 gray coloured pencils in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
12	|	on the farm there are 17 geese. If we remove 14 of the geese how many geese would we have left?	|	There would be  3 geese left on the farm.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
3	|	"if Sabrina bought 890 raspberries, and Chase bought 898 tomato, then how many fruit did they buy altogether?"	|	"Together,  Sabrina and Chase bought 1788 fruit"	|		|		|		|		|		|	Word Problem	|	addition	|	3
11	|	"Each child has 10 blueberries. If there are 9 children, how many blueberries are there in total?"	|	There are 90 blueberries in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
7	|	"Leeann played in 3 hockey games this year. Last year, she played in 94 games. How many hockey games did she play in total?"	|	Leeann played in a total of 97 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Verline played in 40 hockey games this year. Last year, she played in 52 games. How many hockey games did she play in total?"	|	Verline played in a total of 92 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Monika played in 78 hockey games this year. Last year, she played in 92 games. How many hockey games did she play in total?"	|	Monika played in a total of 170 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
4	|	"If Yon has 27 bronze coloured pencils, and Oleta gives her 14 bronze coloured pencils, then how many bronze coloured pencils does she have altogether?"	|	Yon has a total of 41 bronze coloured pencils	|		|		|		|		|		|	Word Problem	|	addition	|	3
5	|	"If Iola has 840 lychee, and gives Jeanna 293 of her lychee, then how many lychee does she have left?"	|	Iola has 547 lychee left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 5 post-its. If there are 1 children, how many post-its are there in total?"	|	There are 5 post-its in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 5 lychee. If there are 7 children, how many lychee are there in total?"	|	There are 35 lychee in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
3	|	"if Alida fed 8 cows, and Henrik fed 8 cows, then how many farm animals did they feed altogether?"	|	"Together,  Alida and Henrik fed 16 farm animals"	|		|		|		|		|		|	Word Problem	|	addition	|	3
4	|	"If Tommye has 5 gold coloured markers, and Arlyne gives her 12 gold coloured markers, then how many gold coloured markers does she have altogether?"	|	Tommye has a total of 17 gold coloured markers	|		|		|		|		|		|	Word Problem	|	addition	|	3
11	|	"Each child has 11 lions. If there are 9 children, how many lions are there in total?"	|	There are 99 lions in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
9	|	"Florian played in 62 basketball games this year. Last year, he played in 13 games. How many basketball games did he play in total?"	|	Florian played in a total of 75 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
8	|	"John played in 80 soccer games this year. Last year, he played in 59 games. How many soccer games did he play in total?"	|	John played in a total of 139 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Ced played in 59 hockey games this year. Last year, he played in 25 games. How many hockey games did he play in total?"	|	Ced played in a total of 84 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
12	|	in the desk there are 42 lavender coloured crayons. If we remove 41 of the lavender coloured crayons how many lavender coloured crayons would we have left?	|	There would be  1 lavender coloured crayons left in the desk.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
7	|	"Brion played in 20 hockey games this year. Last year, he played in 77 games. How many hockey games did he play in total?"	|	Brion played in a total of 97 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
5	|	"If Hyatt has 22 hippopotamii, and gives Tirrell 18 of his hippopotamii, then how many hippopotamii does he have left?"	|	Hyatt has 4 hippopotamii left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
7	|	"Hermila played in 84 hockey games this year. Last year, she played in 85 games. How many hockey games did she play in total?"	|	Hermila played in a total of 169 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
5	|	"If Fanny has 48 post-its, and gives Ximenez 23 of her post-its, then how many post-its does she have left?"	|	Fanny has 25 post-its left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
9	|	"Jaymie played in 55 basketball games this year. Last year, he played in 34 games. How many basketball games did he play in total?"	|	Jaymie played in a total of 89 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 2 teal coloured markers. If there are 9 children, how many teal coloured markers are there in total?"	|	There are 18 teal coloured markers in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
10	|	"if Hurlee had 73 crayons in the desk and 42 were baby blue coloured crayons, then how many lilac coloured crayons did he have in the desk?"	|	Hurlee had 11 lilac coloured crayons	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
5	|	"If Creight has 21 giraffes, and gives Lean 14 of his giraffes, then how many giraffes does he have left?"	|	Creight has 7 giraffes left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
3	|	"if Kena placed 10 tan coloured markers, and Sibyl placed 12 baby blue coloured markers, then how many markers did they put altogether?"	|	"Together,  Kena and Sibyl placed 22 markers"	|		|		|		|		|		|	Word Problem	|	addition	|	3
7	|	"Elisha played in 11 hockey games this year. Last year, she played in 49 games. How many hockey games did she play in total?"	|	Elisha played in a total of 60 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
5	|	"If Lisha has 12 star fruits, and gives Kyle 3 of her star fruits, then how many star fruits does she have left?"	|	Lisha has 9 star fruits left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
9	|	"Lawana played in 73 basketball games this year. Last year, she played in 84 games. How many basketball games did she play in total?"	|	Lawana played in a total of 157 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
4	|	"If Hazlett has 17 rabbits, and Shamus gives him 10 rabbits, then how many rabbits does he have altogether?"	|	Hazlett has a total of 27 rabbits	|		|		|		|		|		|	Word Problem	|	addition	|	3
7	|	"Janetta played in 47 hockey games this year. Last year, she played in 81 games. How many hockey games did she play in total?"	|	Janetta played in a total of 128 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
8	|	"Ennis played in 72 soccer games this year. Last year, he played in 44 games. How many soccer games did he play in total?"	|	Ennis played in a total of 116 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
5	|	"If Angella has 20 caterpillars, and gives Britney 6 of her caterpillars, then how many caterpillars does she have left?"	|	Angella has 14 caterpillars left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
4	|	"If Velda has 12 goats, and Hobey gives her 8 goats, then how many goats does she have altogether?"	|	Velda has a total of 20 goats	|		|		|		|		|		|	Word Problem	|	addition	|	3
5	|	"If Vera has 18 goats, and gives Tommye 18 of her goats, then how many goats does she have left?"	|	Vera has 0 goats left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
7	|	"Hadrian played in 55 hockey games this year. Last year, he played in 17 games. How many hockey games did he play in total?"	|	Hadrian played in a total of 72 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 7 indigo coloured crayons. If there are 5 children, how many indigo coloured crayons are there in total?"	|	There are 35 indigo coloured crayons in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
4	|	"If Queen has 19 horses, and Arne gives her 19 horses, then how many horses does she have altogether?"	|	Queen has a total of 38 horses	|		|		|		|		|		|	Word Problem	|	addition	|	3
9	|	"Lin played in 40 basketball games this year. Last year, he played in 94 games. How many basketball games did he play in total?"	|	Lin played in a total of 134 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 8 ladybugs. If there are 3 children, how many ladybugs are there in total?"	|	There are 24 ladybugs in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
9	|	"Leeanna played in 33 basketball games this year. Last year, she played in 72 games. How many basketball games did she play in total?"	|	Leeanna played in a total of 105 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
3	|	"if Remona placed 28 lime coloured crayons, and Daniel placed 36 carmine coloured crayons, then how many crayons did they put altogether?"	|	"Together,  Remona and Daniel placed 64 crayons"	|		|		|		|		|		|	Word Problem	|	addition	|	3
11	|	"Each child has 4 silver coloured pencils. If there are 8 children, how many silver coloured pencils are there in total?"	|	There are 32 silver coloured pencils in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
3	|	"if Nevile fed 14 puppies, and Roley fed 10 squirrels, then how many animals did they feed altogether?"	|	"Together,  Nevile and Roley fed 24 animals"	|		|		|		|		|		|	Word Problem	|	addition	|	3
11	|	"Each child has 9 chickens. If there are 7 children, how many chickens are there in total?"	|	There are 63 chickens in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
9	|	"Bee played in 74 basketball games this year. Last year, she played in 64 games. How many basketball games did she play in total?"	|	Bee played in a total of 138 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Arty played in 17 basketball games this year. Last year, he played in 77 games. How many basketball games did he play in total?"	|	Arty played in a total of 94 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
3	|	"if Joshua took photos of 6 horses, and Meri took photos of 21 pigs, then how many farm animals did they take photos of altogether?"	|	"Together,  Joshua and Meri took photos of 27 farm animals"	|		|		|		|		|		|	Word Problem	|	addition	|	3
8	|	"Lahoma played in 11 soccer games this year. Last year, she played in 14 games. How many soccer games did she play in total?"	|	Lahoma played in a total of 25 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
4	|	"If Ches has 8 kittens, and See gives him 3 kittens, then how many kittens does he have altogether?"	|	Ches has a total of 11 kittens	|		|		|		|		|		|	Word Problem	|	addition	|	3
10	|	"if Zoe had 51 pencils in the desk and 5 were magenta coloured pencils, then how many ocher coloured pencils did she have in the desk?"	|	Zoe had 41 ocher coloured pencils	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 9 pencil cases. If there are 3 children, how many pencil cases are there in total?"	|	There are 27 pencil cases in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
8	|	"Huberto played in 52 soccer games this year. Last year, he played in 48 games. How many soccer games did he play in total?"	|	Huberto played in a total of 100 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
6	|	"if Glenda fed 29 farm animals,  and 20 were turkeys, then how many cows did she feed?"	|	Glenda fed 11 cows	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 7 indigo coloured markers. If there are 6 children, how many indigo coloured markers are there in total?"	|	There are 42 indigo coloured markers in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
5	|	"If Jock has 23 black coloured markers, and gives Rudolph 10 of his black coloured markers, then how many black coloured markers does he have left?"	|	Jock has 13 black coloured markers left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
3	|	"if Jona placed 25 gray coloured pencils, and Cedric placed 33 tan coloured pencils, then how many pencils did they put altogether?"	|	"Together,  Jona and Cedric placed 58 pencils"	|		|		|		|		|		|	Word Problem	|	addition	|	3
11	|	"Each child has 5 kittens. If there are 3 children, how many kittens are there in total?"	|	There are 15 kittens in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
5	|	"If Val has 19 cows, and gives Denisha 11 of her cows, then how many cows does she have left?"	|	Val has 8 cows left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
8	|	"Junko played in 36 soccer games this year. Last year, she played in 15 games. How many soccer games did she play in total?"	|	Junko played in a total of 51 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Lennard played in 39 hockey games this year. Last year, he played in 20 games. How many hockey games did he play in total?"	|	Lennard played in a total of 59 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
